District Names,State/UT,Number of Households surveyed,Number of Women age 15-49 years interviewed,Number of Men age 15-54 years interviewed,Female population age 6 years and above who ever attended school (%),Population below age 15 years (%)," Sex ratio of the total population (females per 1,000 males)","Sex ratio at birth for children born in the last five years (females per 1,000 males)",Children under age 5 years whose birth was registered with the civil authority (%),Deaths in the last 3 years registered with the civil authority (%),Population living in households with electricity (%),Population living in households with an improved drinking-water source1 (%),Population living in households that use an improved sanitation facility2 (%),Households using clean fuel for cooking3 (%),Households using iodized salt (%),Households with any usual member covered under a health insurance/financing scheme (%),Children age 5 years who attended pre-primary school during the school year 2019-20 (%),Women (age 15-49) who are literate4 (%),Women (age 15-49)  with 10 or more years of schooling (%),Women age 20-24 years married before age 18 years (%),Births in the 5 years preceding the survey that are third or higher order (%),Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Any method6 (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Any modern method6 (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Female sterilization (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Male sterilization (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - IUD/PPIUD (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Pill (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Condom (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Injectables (%),Total Unmet need for Family Planning (Currently Married Women Age 15-49  years)7 (%),Unmet need for spacing (Currently Married Women Age 15-49  years)7 (%),Health worker ever talked to female non-users about family planning (%),Current users ever told about side effects of current method of family planning8 (%),Mothers who had an antenatal check-up in the first trimester  (for last birth in the 5 years before the survey) (%),Mothers who had at least 4 antenatal care visits  (for last birth in the 5 years before the survey) (%),Mothers whose last birth was protected against neonatal tetanus (for last birth in the 5 years before the survey)9 (%),Mothers who consumed iron folic acid for 100 days or more when they were pregnant (for last birth in the 5 years before the survey) (%),Mothers who consumed iron folic acid for 180 days or more when they were pregnant (for last birth in the 5 years before the survey} (%),Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (for last birth in the 5 years before the survey) (%),Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (for last birth in the 5 years before the survey) (%),Average out-of-pocket expenditure per delivery in a public health facility (for last birth in the 5 years before the survey) (Rs.),Children born at home who were taken to a health facility for a check-up within 24 hours of birth (for last birth in the 5 years before the survey} (%),Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/ other health personnel within 2 days of delivery (for last birth in the 5 years before the survey) (%),Institutional births (in the 5 years before the survey) (%),Institutional births in public facility (in the 5 years before the survey) (%),Home births that were conducted by skilled health personnel  (in the 5 years before the survey)10 (%),Births attended by skilled health personnel (in the 5 years before the survey)10 (%),Births delivered by caesarean section (in the 5 years before the survey) (%),Births in a private health facility that were delivered by caesarean section (in the 5 years before the survey) (%),Births in a public health facility that were delivered by caesarean section (in the 5 years before the survey) (%),Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),Children age 12-23 months who have received BCG (%),Children age 12-23 months who have received 3 doses of polio vaccine13 (%),Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),Children age 9-35 months who received a vitamin A dose in the last 6 months (%),Children age 12-23 months who received most of their vaccinations in a public health facility (%),Children age 12-23 months who received most of their vaccinations in a private health facility (%),Prevalence of diarrhoea in the 2 weeks preceding the survey (Children under age 5 years) (%) ,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (Children under age 5 years) (%) ,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (Children under age 5 years) (%) ,Children swith diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (Children under age 5 years) (%) ,Children Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (Children under age 5 years) (%) ,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (Children under age 5 years) (%)  ,Children under age 3 years breastfed within one hour of birth15 (%),Children under age 6 months exclusively breastfed16 (%),Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),"Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)","Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)","Total children age 6-23 months receiving an adequate diet16, 17  (%)",Children under 5 years who are stunted (height-for-age)18 (%),Children under 5 years who are wasted (weight-for-height)18 (%),Children under 5 years who are severely wasted (weight-for-height)19 (%),Children under 5 years who are underweight (weight-for-age)18 (%),Children under 5 years who are overweight (weight-for-height)20 (%),Women (age 15-49 years) whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),Women (age 15-49 years) who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),Women (age 15-49 years) who have high risk waist-to-hip ratio (≥0.85) (%),Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),All women age 15-49 years who are anaemic22 (%),All women age 15-19 years who are anaemic22 (%) ,Women  age 15 years and above with high (141-160 mg/dl) Blood sugar level23 (%),Women age 15 years and above wih very high (>160 mg/dl) Blood sugar level23 (%),Women age 15 years and above wih high or very high (>140 mg/dl) Blood sugar level or taking medicine to control blood sugar level23 (%),Men age 15 years and above wih high (141-160 mg/dl) Blood sugar level23 (%),Men (age 15 years and above wih  very high (>160 mg/dl) Blood sugar level23 (%),Men age 15 years and above wih high or very high (>140 mg/dl) Blood sugar level  or taking medicine to control blood sugar level23 (%),Women age 15 years and above wih Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Women age 15 years and above wih Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%),Women age 15 years and above wih Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),Men age 15 years and above wih Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Men age 15 years and above wih Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%),Men age 15 years and above wih Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),Women (age 30-49 years) Ever undergone a screening test for cervical cancer (%),Women (age 30-49 years) Ever undergone a breast examination for breast cancer (%),Women (age 30-49 years) Ever undergone an oral cavity examination for oral cancer (%),Women age 15 years and above who use any kind of tobacco (%),Men age 15 years and above who use any kind of tobacco (%),Women age 15 years and above who consume alcohol (%),Men age 15 years and above who consume alcohol (%),BMI_Risk,Child_Nutrition_Status,Anaemia_Risk,Institutional_Birth_Level,Sanitation_Status,Insurance_Coverage_Level,BP_Risk_Women
Sabar Kantha ,Gujarat,892,1018,152,68.68,26.55,986.84,870.62,94.93,93.78,95.34,90.72,60.97,58.71,94.55,49.32,13.04,74.52,31.1,26.96,4,6.11,68.41,66.4,55.51,37.3,0.0,1.6714733033535532,1.1568811967920856,10.97,0.12,9.17,3.54,21.82,64.03,70.1,73.24,90.66,52.19,24.58,99.11,86.93,1828.47,*,83.91,89.43,38.3,1.2237754316221157,83.03,23.71,37.68,11.61,88.47,89.72,98.61,88.47,93.13,93.13,42.47,0,93.13,87.56,98.46,1.54,14.03,-66.25,-31.31,-65.8,0.3852624007906449,75.9,37.06,-71.56,*,3.59,*,5.09,37.01,33.08,16.59,41.0,4.9,26.57,15.48,58.89,81.12,67.94,-49.4,67.31,73.79,8.1,5.23,13.72,8.59,6.84,16.57,14.67,6.59,24.0,16.18,7.55,26.1,0.16551443847757338,0.16551443847757338,0.0,2.0554049638515943,37.76,0.43178241642553783,6.8,Normal,Average,High Risk,Medium,Average,Medium,Moderate Risk
Surendranagar ,Gujarat,869,931,143,66.04,23.65,957.42,992.12,96.7,93.99,99.43,96.88,63.75,56.92,97.55,50.44,0,75.07,23.28,19.52,4.51,6.3,52.82,75.99,65.71,47.26,0.12221763272424921,1.47932922708708,1.66392609771817,10.34,0.0,8.25,4.0,25.06,75.53,84.01,57.45,90.68,39.59,25.37,98.57,78.36,1720.87,*,73.35,85.58,45.36,1.3532545070416904,83.59,12.19,24.39,5.26,62.52,68.44,91.15,67.81,75.2,78.35,31.14,1.56,75.2,79.42,93.69,5.24,8.58,-63.5,-22.19,-62.88,1.3609765531356006,-79.77,30.02,-67.54,*,0,*,0.85,39.16,27.14,8.77,41.78,5.24,24.09,20.73,32.91,81.01,55.42,-60.83,55.6,56.89,8.51,6.99,16.37,11.27,7.01,19.26,9.94,3.47,17.11,9.14,3.65,14.68,0.0,0.0,0.2546422183735807,1.7404661748405044,47.45,0.058268908123975775,1.27,Normal,Average,High Risk,Medium,Average,Medium,Moderate Risk
Vadodara ,Gujarat,855,894,167,82.02,20.99,953.34,1186.27,98.61,96.46,97.28,99.49,85.62,78.1,94.57,41.66,-17.81,84.57,46.41,22.77,1.67,10.31,72.35,58.49,49.06,32.54,0.0,1.33500106673234,0.9932517730102834,12.02,0.0,11.37,6.49,17.46,44.48,80.44,65.92,93.07,53.14,41.31,96.59,90.68,1597.34,*,88.66,95.92,45.74,1.0331844833456545,95.19,29.93,44.06,17.09,-84.93,-90.8,-93.17,-84.93,-91.7,-93.17,-27.27,-8.33,-91.7,91.62,-82.56,-17.44,11.79,-52.48,-22.38,-61.62,0.5423242908253616,-72.97,44.63,*,*,6.63,*,5.06,42.26,20.06,5.15,39.85,6.43,20.86,27.63,51.24,86.43,72.56,-65.87,72.32,74.29,7.84,7.42,16.61,6.52,7.37,15.1,13.81,4.87,24.26,13.95,5.49,23.75,0.13976194237515868,0.0,0.3784364357202451,2.057962510002712,29.11,0.3293037471426004,5.4,Normal,Critical,High Risk,High,Good,Medium,Moderate Risk
Ambala ,Haryana,902,1139,200,82.24,21.56,929.88,764.46,93.14,87.35,99.61,99.29,87.22,81.59,96.21,18.99,-23.53,88.85,55.34,6.43,2.39,0.75,93.31,69.5,57.61,25.46,0.4510756193602167,1.425515074273172,1.4398351280479205,23.87,0.54,6.97,2.15,15.62,41.65,76.54,57.39,88.95,51.55,32.08,96.18,86.92,2873.67,*,86.93,97.83,61.65,0.6830968447064438,90.95,34.21,45.14,29.0,79.33,86.93,97.67,81.39,93.34,93.29,35.5,76.3,92.76,79.53,92.77,2.87,5.63,*,*,*,1.9095425048844383,77.62,29.22,-79.64,*,18.66,*,17.38,24.11,10.85,3.97,13.73,6.18,14.82,41.62,62.53,64.18,46.51,-33.81,46.06,49.15,3.99,6.29,11.67,5.25,6.5,12.98,15.33,9.37,28.84,19.71,9.08,31.24,1.3532545070416904,0.6205764877251099,0.2151113796169455,0.5877866649021191,21.96,0.36464311358790924,18.81,Normal,Good,Medium Risk,High,Good,Low,Moderate Risk
Panipat ,Haryana,852,1004,143,78.31,25.98,916.78,937.57,96.41,79.21,99.6,99.85,79.32,72.95,97.19,26.48,2.78,85.89,52.12,11.92,1.59,5.71,94.04,70.13,55.35,22.84,0.37156355643248307,1.7884205679625405,1.2556160374777745,21.89,1.11,7.3,2.82,17.26,62.94,81.35,49.2,85.05,41.07,23.16,93.19,92.83,1717.4,*,93.22,97.1,52.58,0.6312717768418579,96.28,20.34,32.38,11.28,80.62,79.43,96.75,82.08,86.95,90.5,24.42,77.05,86.95,52.2,96.63,3.37,8.18,-45.83,-23.73,-57.15,1.7316555451583495,73.77,29.98,-63.32,*,9.09,*,10.32,25.13,9.92,2.77,18.91,2.38,13.7,37.84,51.57,73.41,66.78,-68.97,66.88,66.29,4.93,5.82,12.01,5.08,8.28,13.98,11.34,4.08,21.6,14.96,8.37,25.59,0.6729444732424258,0.4054651081081644,0.23111172096338664,1.7263316639055997,27.26,0.37156355643248307,17.64,Normal,Average,High Risk,High,Average,Low,Moderate Risk
Hisar ,Haryana,832,1016,152,69.29,25.77,939.23,856.38,98.78,82.64,99.74,99.33,89.11,44.8,95.75,27.88,3.26,79.76,43.85,8.88,3.37,3.61,96.41,74.42,64.55,42.85,0.2546422183735807,1.7732559976634952,1.269760544863939,13.05,0.54,8.9,3.11,24.43,69.59,91.24,69.91,97.76,54.37,34.37,99.44,93.26,975.1,*,93.58,98.23,46.1,0.636576829071551,98.83,18.23,23.68,12.77,85.53,-90.6,100,87.03,95.35,97.05,38.88,97.05,95.35,63.99,94.18,4.69,4.66,*,*,*,1.1537315878891892,*,47.11,-66.08,*,3,*,2.62,27.79,16.42,5.13,21.44,1.8,18.46,30.15,56.42,70.5,64.01,-58.68,63.76,63.55,7.09,5.01,12.59,8.19,7.91,16.7,9.52,6.6,19.39,17.3,9.02,28.63,0.0,0.0,0.15700374880966475,1.0402767116551463,34.53,0.18232155679395462,14.17,Normal,Average,High Risk,High,Good,Low,Moderate Risk
Mahendragarh ,Haryana,890,997,164,69.96,22.27,935.56,962.0,96.22,84.34,99.6,99.71,79.78,34.16,97.35,25.61,7.03,82.73,52.42,13.38,0.38,9.55,95.69,70.19,63.22,45.89,0.33647223662121295,1.4586150226995167,1.425515074273172,9.83,0.23,9.34,5.26,36.9,64.47,88.14,55.2,89.36,48.51,28.4,97.54,87.99,2496.94,*,90.38,98.91,65.33,0.5423242908253616,98.85,22.62,36.49,15.86,73.86,-70.07,94.28,75.97,86.37,87.6,30.01,82.49,84.24,62.47,-97.8,-2.2,4.73,*,*,*,0.5653138090500605,*,51.82,-69.58,*,8.85,*,8.73,25.15,8.38,2.09,15.35,4.96,14.28,29.51,69.44,72.32,61.15,-62.83,61.22,67.25,4.96,5.11,10.33,5.63,6.03,12.29,13.74,4.99,21.57,15.81,8.08,25.8,0.12221763272424921,0.12221763272424921,0.12221763272424921,1.1969481893889715,32.89,0.31481073984003355,13.91,Normal,Average,High Risk,High,Average,Low,Moderate Risk
Faridabad ,Haryana,857,1033,184,80.49,24.96,889.86,954.65,95.61,77.51,100.0,97.85,84.16,89.26,95.41,32.8,10.74,84.39,55.55,15.33,1.43,2.77,95.45,77.48,58.21,22.42,0.44468582126144574,1.8991179875485544,1.2149127443642704,23.93,0.37,7.38,3.31,23.79,91.7,85.55,51.23,81.43,44.57,25.01,95.01,93.5,1590.91,*,93.28,92.49,42.88,0.8754687373538999,93.93,23.47,39.64,8.87,69.49,73.21,95.37,74.42,83.58,85.1,22.26,69.53,83.58,59.35,94.82,5.18,4.71,*,*,*,0.7839015438284094,*,37.21,-65.34,*,12.34,*,11.71,28.86,7.97,3.59,19.47,2.43,9.99,37.05,68.05,68.44,54.79,-30.9,54.2,55.89,3.77,5.27,10.0,5.06,5.51,11.64,15.22,5.3,23.33,18.78,6.0,26.15,0.688134638736401,0.0,0.1906203596086497,1.2947271675944,22.95,0.412109650826833,13.63,Normal,Average,High Risk,High,Good,Medium,Moderate Risk
Palwal ,Haryana,897,1166,191,66.99,31.29,942.91,884.3,92.05,71.09,98.86,96.69,80.3,34.62,95.33,23.51,3.47,71.14,39.4,23.75,4.2,4.72,91.36,71.23,54.21,31.85,0.3576744442718159,2.0681277817795625,1.3297240096314962,10.22,0.68,7.99,3.13,25.15,77.33,81.22,53.41,81.87,32.07,20.53,96.76,82.69,1584.07,0,83.01,78.34,46.49,1.6900958154515549,83.24,11.65,27.28,6.38,69.03,74.39,94.05,74.98,82.18,86.71,21.56,71.5,81.29,57.38,97.6,1.21,5.57,-49.08,-37.57,-80.58,1.144222799920162,-64.13,36.93,-60.27,*,20.49,-23.08,21.15,30.95,9.89,4.17,21.02,3.68,15.79,27.38,59.85,71.57,57.2,-56.78,57.18,59.67,3.12,4.52,8.61,5.29,5.34,11.09,14.01,6.17,21.94,16.48,5.88,23.2,0.4382549309311553,0.15700374880966475,0.3576744442718159,2.0744289998562917,30.94,0.10436001532424277,13.34,Normal,Average,High Risk,Medium,Good,Low,Moderate Risk
Bhiwani ,Haryana,855,1046,143,70.2,24.81,984.94,898.8,92.36,89.46,99.97,97.51,89.67,36.55,94.52,28.24,3.98,80.03,47.02,15.03,2.88,3.36,95.5,71.99,67.15,49.69,0.3435897043900769,1.5303947050936475,1.1184149159642893,11.09,0.13,9.32,4.57,32.98,66.39,89.03,60.36,92.69,53.3,30.29,93.29,91.48,1078.99,*,91.17,97.7,49.34,0.5653138090500605,97.82,13.1,19.12,7.81,72.51,80.43,95.25,78.6,93.18,95.69,28.04,79.74,89.3,63.62,100,0,5.76,*,*,*,0.2546422183735807,*,48.89,-73.14,*,9.56,*,8.44,29.0,6.03,1.9,20.64,0.99,19.53,28.06,56.63,69.21,66.8,-54.12,66.43,67.1,5.35,4.46,10.2,6.22,4.72,11.33,12.3,3.86,18.69,16.25,7.29,24.81,0.6678293725756554,0.12221763272424921,0.2851789422336624,1.0188473201992472,34.6,0.12221763272424921,14.23,Normal,Average,High Risk,High,Good,Low,Moderate Risk
Charkhi Dadri ,Haryana,838,960,113,69.56,23.38,963.6,1006.84,92.16,93.93,99.48,97.32,90.4,36.23,95.45,29.71,11.6,84.41,54.45,11.8,1.74,3.13,96.31,69.37,61.31,42.62,0.4574248470388754,1.6054298910365616,0.9516578757114464,11.8,0.0,11.11,5.17,30.6,65.55,82.63,53.44,87.71,48.9,30.91,95.31,93.88,1606.81,*,91.86,98.94,55.94,0.5538851132264376,99.68,14.18,18.05,11.47,84.16,-89.29,92.36,86.1,92.57,94.84,34.57,85.07,92.57,68.26,-100,-0.01,4.06,*,*,*,0.2851789422336624,*,55.27,-62.98,*,13.08,*,11.51,23.91,10.64,2.58,16.87,1.76,16.96,28.75,56.99,67.21,73.07,-62.4,72.64,71.11,5.2,4.65,10.33,6.69,6.37,13.43,13.69,4.73,20.61,16.94,4.16,22.85,0.0,0.0,0.0,1.0612565021243408,38.27,0.11332868530700317,11.96,Normal,Good,High Risk,High,Good,Low,Moderate Risk
Una ,Himachal Pradesh,860,876,104,86.1,21.8,1026.03,872.55,95.53,92.89,98.5,98.77,81.38,46.2,98.61,22.56,4.42,92.52,66.82,1.64,0,2.13,93.71,53.32,45.88,26.28,0.14842000511827327,1.2325602611778486,1.1878434223960523,14.56,0.0,15.8,4.95,14.84,-71.42,70.71,71.66,86.67,46.49,36.01,99.37,84.87,4902.56,*,87.11,89.65,52.18,1.247032293786383,89.9,39.08,58.12,33.16,-75.33,-93.82,-100,-77.63,-88.18,-90.54,-37.04,-72.15,-87.95,79.13,-96.58,-3.42,9.24,*,*,*,0.3293037471426004,-85.24,16.41,*,*,9.06,*,8.77,24.69,13.07,5.89,25.79,2.76,16.3,41.17,58.2,58.73,60.76,-60.44,60.75,62.96,8.34,10.3,20.07,8.14,11.18,20.36,11.74,6.4,27.1,18.36,5.22,27.15,0.4252677354043441,0.6418538861723948,0.9932517730102834,0.5653138090500605,31.01,0.173953307123438,23.92,Normal,Good,High Risk,Medium,Good,Low,Moderate Risk
Kodarma ,Jharkhand,918,1227,142,64.42,35.8,1141.42,871.56,72.34,46.78,97.12,83.88,54.0,35.83,99.18,56.77,12.83,66.91,31.83,42.52,3.13,10.64,80.13,63.63,56.61,50.13,0.4252677354043441,0.4252677354043441,0.6043159668533296,1.66,0.38,12.04,5.52,26.35,40.4,77.76,47.61,92.02,13.07,4.75,89.74,75.84,1948.32,-0.01,77.97,91.33,64.23,1.6714733033535532,94.49,22.0,64.01,7.25,73.84,87.43,94.97,76.08,87.35,85.04,28.98,82.65,87.35,76.64,99,1,8.17,-61.14,-23.94,-72.08,1.235471471385307,65.74,19.21,68.82,*,11.65,*,10.78,34.57,17.98,4.98,31.65,2.51,29.89,12.4,50.29,60.01,65.14,-59.65,64.9,61.19,6.32,4.42,11.18,10.69,10.99,22.44,8.5,3.68,13.75,13.04,5.45,20.58,0.29266961396282,0.18232155679395462,0.18232155679395462,0.8754687373538999,37.3,0.3987761199573678,29.24,Normal,Average,High Risk,High,Average,Medium,Normal
Belgaum ,Karnataka,907,1147,179,72.37,24.99,1031.82,892.03,96.55,90.4,99.1,94.41,67.67,74.82,95.2,20.72,21.63,73.99,47.8,32.8,2.5,9.1,75.26,70.83,70.59,63.32,0.0,1.0784095813505903,1.169381359556317,1.86,0.23,5.51,2.06,29.38,66.38,71.19,63.74,94.41,36.94,16.86,96.12,87.0,3902.04,*,85.58,97.52,60.63,0.5596157879354227,96.4,24.24,39.72,15.81,81.44,86.52,97.24,87.02,91.59,91.84,27.72,7.28,90,91.94,92.79,4.74,4.65,*,*,*,0.7419373447293773,66.55,58.03,-60.55,*,8.26,*,8.81,32.78,23.57,10.23,36.88,2.93,22.19,23.76,44.12,72.74,53.35,-40.04,52.93,48.5,4.77,6.57,12.89,5.1,5.85,12.2,11.55,4.26,19.38,14.66,4.9,22.22,0.3852624007906449,0.4574248470388754,0.5709795465857378,2.028148247292285,28.77,0.37156355643248307,11.47,Normal,Average,High Risk,High,Average,Low,Moderate Risk
Bijapur ,Karnataka,887,1091,149,66.11,28.04,994.96,884.69,95.47,86.22,97.59,92.52,44.84,60.61,92.26,21.2,24.93,66.61,37.13,39.24,2.57,11.76,71.9,63.07,62.68,55.49,0.0,0.8501509293696101,1.144222799920162,2.49,0.48,6.97,4.02,23.84,62.06,60.27,56.37,93.52,36.55,15.43,91.14,74.41,3198.24,*,74.76,91.75,59.59,1.5644405465033646,90.0,20.88,46.56,9.92,71.11,73.21,95.46,81.36,84.66,81.81,31.54,14.12,84.66,83.37,92.81,5.96,8.24,-54.82,-43.52,-80.29,0.9477893989335261,68.72,57.25,-63.51,*,9.98,*,14.55,45.94,14.96,4.28,38.96,2.65,18.11,27.44,31.95,65.23,52.24,-71.45,52.9,52.63,4.88,5.69,11.6,5.41,7.29,14.31,11.23,5.06,20.23,13.22,5.1,20.95,0.5187937934151676,0.15700374880966475,0.31481073984003355,2.464703942470481,34.6,0.5766133643039938,15.26,Normal,Critical,High Risk,High,Poor,Low,Moderate Risk
Dharwad ,Karnataka,864,1051,156,78.22,22.09,1021.94,1109.57,99.67,96.21,99.38,87.94,79.32,79.05,92.3,24.48,-7.65,81.76,51.36,17.78,2.47,3.29,81.03,67.06,65.73,58.72,0.0,1.1378330018213911,1.0577902941478545,1.82,0.3,6.32,3.75,29.66,79.53,78.74,85.21,92.07,45.09,25.73,96.89,97.95,3225.47,*,95.46,99.69,69.19,0.27002713721306015,98.97,29.92,49.41,21.46,-87.55,-93.6,-100,-89.07,-97.57,-96.05,-25.17,-0.01,-80.3,83.52,-90.99,-9.01,1.85,*,*,*,0.0,-82.08,70.34,*,*,15.93,*,15.29,45.17,16.5,4.6,40.41,2.82,17.26,33.79,41.89,67.19,51.44,-68.44,52.14,50.48,5.59,6.16,13.78,6.98,6.31,14.08,15.12,6.02,26.64,15.01,6.09,23.69,0.2546422183735807,0.1310282624064041,0.0,2.057962510002712,36.79,0.3784364357202451,15.77,Normal,Critical,High Risk,High,Average,Low,Moderate Risk
Uttara Kannada ,Karnataka,897,1000,164,81.14,18.16,1011.34,723.92,99.2,87.26,99.12,84.82,89.61,73.42,94.3,32.02,-8.1,84.34,49.18,11.59,2.39,1.28,93.91,69.32,69.32,56.69,0.0,1.749199854809259,1.5238800240724537,2.8,0.58,7.36,3.7,42.53,63.75,80.39,57.88,92.2,35.57,18.41,97.9,87.37,5361.53,*,87.84,99.27,69.48,0.3074846997479606,99.18,36.28,46.16,32.43,93.61,-96.76,98.16,93.61,96.67,96.67,46.06,4.33,96.67,89.67,-84.3,-15.7,5.85,*,*,*,1.3937663759585917,-62,56.11,*,*,13.89,*,14.73,29.56,21.94,13.12,33.26,3.29,18.38,22.61,47.5,69.02,45.03,-33.1,44.61,44.64,4.88,6.61,12.74,6.15,6.91,13.84,14.83,7.06,26.87,14.71,6.8,25.11,0.0,0.0,0.0,2.4423470353692043,26.12,0.2546422183735807,12.27,Normal,Average,Medium Risk,High,Good,Medium,Moderate Risk
Haveri ,Karnataka,875,1060,141,72.55,25.43,977.51,805.46,98.55,89.55,99.05,99.05,68.87,60.67,87.86,28.77,13.79,71.52,39.99,16.54,3.36,4.15,75.84,44.62,44.62,42.55,0.0,0.5538851132264376,0.26236426446749106,1.03,0.0,8.38,3.51,20.81,55.75,73.3,58.65,87.96,30.47,16.79,98.81,92.42,11572.9,*,85.39,97.17,82.57,1.1118575154181303,95.82,23.85,49.25,20.17,95.71,93.44,98.6,95.71,97.15,97.15,36.64,5.18,94.08,78.38,98.45,1.55,8.93,-53.81,-27.96,-68.7,0.9895411936137477,67.99,45.77,-79.95,*,7.6,*,7.44,29.91,17.72,3.94,34.98,0.0,19.86,29.11,42.05,66.91,50.4,-59.43,50.79,51.51,4.78,6.4,12.65,6.4,6.99,15.23,11.09,4.67,21.39,14.35,6.86,24.42,0.15700374880966475,0.0,0.14842000511827327,2.3174737054877963,33.07,0.6981347220709844,12.09,Normal,Average,High Risk,High,Average,Low,Moderate Risk
Davanagere ,Karnataka,840,973,133,74.9,21.93,967.27,796.58,96.97,82.41,98.82,97.45,83.28,79.07,94.86,25.22,18.13,75.98,47.07,19.1,2.63,4.88,80.23,47.14,46.9,41.6,0.0,0.9001613499442714,0.7323678937132266,2.27,0.36,11.46,4.82,16.18,45.04,62.99,63.05,86.41,24.98,20.96,96.29,78.93,7508.07,*,73.97,98.31,68.87,0.5247285289349821,88.14,39.78,59.86,32.17,-79.35,-83.51,-96,-81.24,-93.7,-89.23,-35.35,-6.61,-92.14,78.66,-96.01,-3.99,9.2,-54.46,-11.1,-69.91,1.47932922708708,-44.57,36.95,-80.81,*,12.57,*,16.78,38.41,18.76,3.87,32.76,2.53,15.89,38.06,40.35,70.15,51.88,*,51.72,51.51,6.28,7.93,16.13,6.49,9.68,17.49,12.6,6.52,24.78,17.61,7.42,29.47,0.6626879730752367,0.6575200029167942,0.4382549309311553,2.2945529212967815,30.02,0.9969486348916095,14.1,Normal,Average,High Risk,High,Good,Low,Moderate Risk
Shimoga ,Karnataka,902,1033,161,78.77,22.91,1010.38,1110.7,100.0,83.91,99.48,94.63,85.44,85.65,90.99,26.54,22.9,79.81,49.06,11.08,2.45,2.44,86.33,76.36,76.36,68.3,0.0,1.4747630091074988,0.5423242908253616,2.39,0.73,5.26,3.87,41.98,74.7,58.71,79.43,96.93,56.56,39.13,98.51,91.45,5284.33,*,89.71,99.66,74.06,0.29266961396282,96.53,43.69,69.27,35.06,-96.07,-97.87,-100,-98.06,-98.01,-98.01,-37.38,-2.12,-87.14,92.19,-91.91,-8.09,4.76,*,*,*,1.463255402256019,-77.33,35.28,-46.32,*,-18.62,*,18.51,29.02,23.17,13.46,34.42,5.97,15.03,30.34,52.59,68.92,42.14,-33.43,41.89,44.72,6.28,7.19,15.26,8.47,6.87,16.66,15.38,7.09,27.16,19.32,7.14,28.7,0.30010459245033805,0.2851789422336624,0.15700374880966475,2.506341930508065,32.04,0.8837675401685949,18.5,Normal,Average,Medium Risk,High,Good,Low,Moderate Risk
