District Names,State/UT,Number of Households surveyed,Number of Women age 15-49 years interviewed,Number of Men age 15-54 years interviewed,Female population age 6 years and above who ever attended school (%),Population below age 15 years (%)," Sex ratio of the total population (females per 1,000 males)","Sex ratio at birth for children born in the last five years (females per 1,000 males)",Children under age 5 years whose birth was registered with the civil authority (%),Deaths in the last 3 years registered with the civil authority (%),Population living in households with electricity (%),Population living in households with an improved drinking-water source1 (%),Population living in households that use an improved sanitation facility2 (%),Households using clean fuel for cooking3 (%),Households using iodized salt (%),Households with any usual member covered under a health insurance/financing scheme (%),Children age 5 years who attended pre-primary school during the school year 2019-20 (%),Women (age 15-49) who are literate4 (%),Women (age 15-49)  with 10 or more years of schooling (%),Women age 20-24 years married before age 18 years (%),Births in the 5 years preceding the survey that are third or higher order (%),Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Any method6 (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Any modern method6 (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Female sterilization (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Male sterilization (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - IUD/PPIUD (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Pill (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Condom (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Injectables (%),Total Unmet need for Family Planning (Currently Married Women Age 15-49  years)7 (%),Unmet need for spacing (Currently Married Women Age 15-49  years)7 (%),Health worker ever talked to female non-users about family planning (%),Current users ever told about side effects of current method of family planning8 (%),Mothers who had an antenatal check-up in the first trimester  (for last birth in the 5 years before the survey) (%),Mothers who had at least 4 antenatal care visits  (for last birth in the 5 years before the survey) (%),Mothers whose last birth was protected against neonatal tetanus (for last birth in the 5 years before the survey)9 (%),Mothers who consumed iron folic acid for 100 days or more when they were pregnant (for last birth in the 5 years before the survey) (%),Mothers who consumed iron folic acid for 180 days or more when they were pregnant (for last birth in the 5 years before the survey} (%),Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (for last birth in the 5 years before the survey) (%),Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (for last birth in the 5 years before the survey) (%),Average out-of-pocket expenditure per delivery in a public health facility (for last birth in the 5 years before the survey) (Rs.),Children born at home who were taken to a health facility for a check-up within 24 hours of birth (for last birth in the 5 years before the survey} (%),Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/ other health personnel within 2 days of delivery (for last birth in the 5 years before the survey) (%),Institutional births (in the 5 years before the survey) (%),Institutional births in public facility (in the 5 years before the survey) (%),Home births that were conducted by skilled health personnel  (in the 5 years before the survey)10 (%),Births attended by skilled health personnel (in the 5 years before the survey)10 (%),Births delivered by caesarean section (in the 5 years before the survey) (%),Births in a private health facility that were delivered by caesarean section (in the 5 years before the survey) (%),Births in a public health facility that were delivered by caesarean section (in the 5 years before the survey) (%),Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),Children age 12-23 months who have received BCG (%),Children age 12-23 months who have received 3 doses of polio vaccine13 (%),Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),Children age 9-35 months who received a vitamin A dose in the last 6 months (%),Children age 12-23 months who received most of their vaccinations in a public health facility (%),Children age 12-23 months who received most of their vaccinations in a private health facility (%),Prevalence of diarrhoea in the 2 weeks preceding the survey (Children under age 5 years) (%) ,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (Children under age 5 years) (%) ,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (Children under age 5 years) (%) ,Children swith diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (Children under age 5 years) (%) ,Children Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (Children under age 5 years) (%) ,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (Children under age 5 years) (%)  ,Children under age 3 years breastfed within one hour of birth15 (%),Children under age 6 months exclusively breastfed16 (%),Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),"Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)","Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)","Total children age 6-23 months receiving an adequate diet16, 17  (%)",Children under 5 years who are stunted (height-for-age)18 (%),Children under 5 years who are wasted (weight-for-height)18 (%),Children under 5 years who are severely wasted (weight-for-height)19 (%),Children under 5 years who are underweight (weight-for-age)18 (%),Children under 5 years who are overweight (weight-for-height)20 (%),Women (age 15-49 years) whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),Women (age 15-49 years) who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),Women (age 15-49 years) who have high risk waist-to-hip ratio (≥0.85) (%),Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),All women age 15-49 years who are anaemic22 (%),All women age 15-19 years who are anaemic22 (%) ,Women  age 15 years and above with high (141-160 mg/dl) Blood sugar level23 (%),Women age 15 years and above wih very high (>160 mg/dl) Blood sugar level23 (%),Women age 15 years and above wih high or very high (>140 mg/dl) Blood sugar level or taking medicine to control blood sugar level23 (%),Men age 15 years and above wih high (141-160 mg/dl) Blood sugar level23 (%),Men (age 15 years and above wih  very high (>160 mg/dl) Blood sugar level23 (%),Men age 15 years and above wih high or very high (>140 mg/dl) Blood sugar level  or taking medicine to control blood sugar level23 (%),Women age 15 years and above wih Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Women age 15 years and above wih Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%),Women age 15 years and above wih Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),Men age 15 years and above wih Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Men age 15 years and above wih Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%),Men age 15 years and above wih Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),Women (age 30-49 years) Ever undergone a screening test for cervical cancer (%),Women (age 30-49 years) Ever undergone a breast examination for breast cancer (%),Women (age 30-49 years) Ever undergone an oral cavity examination for oral cancer (%),Women age 15 years and above who use any kind of tobacco (%),Men age 15 years and above who use any kind of tobacco (%),Women age 15 years and above who consume alcohol (%),Men age 15 years and above who consume alcohol (%),BMI_Risk,Child_Nutrition_Status,Anaemia_Risk,Institutional_Birth_Level,Sanitation_Status,Insurance_Coverage_Level,BP_Risk_Women
Udupi ,Karnataka,894,1065,145,81.99,19.49,1147.71,1093.16,98.52,85.4,99.57,81.48,94.45,67.77,95.55,50.87,3.23,90.26,55.42,4.41,0,0.72,95.53,72.01,71.33,46.06,0.0,2.005525858729668,1.851599469584072,8.93,1.15,7.08,4.69,42.27,84.51,75.13,59.4,94.78,51.26,34.16,99.16,89.2,2886.43,*,87.72,98.88,37.6,0.33647223662121295,90.19,51.94,60.78,39.08,89.93,-87.82,100,94.25,93.95,96.22,38.06,2.02,93.95,88.08,90.47,7.56,3.53,*,*,*,1.0612565021243408,-49.39,44.24,-74.46,*,11.39,*,10.27,23.12,17.58,5.98,21.02,3.21,23.82,22.94,51.89,58.26,47.23,-48.44,47.27,49.9,5.99,9.09,16.65,5.97,9.72,17.7,16.22,8.21,31.23,18.44,9.14,32.51,0.2468600779315258,0.13976194237515868,0.7371640659767197,2.0769384114617173,17.36,0.6931471805599453,15.57,Normal,Good,Medium Risk,High,Good,Medium,High Risk
Chikmagalur ,Karnataka,885,945,143,76.21,19.39,1040.57,849.42,98.48,90.93,99.29,95.7,92.31,78.97,96.8,29.97,-10.36,82.89,48.32,19.48,1.59,5.49,93.07,79.69,79.57,64.78,0.0,1.8341801851120072,1.2669476034873244,6.1,0.3,3.83,2.81,42.76,74.42,69.5,74.3,93.05,49.64,26.36,99.08,90.92,4543.66,*,91.42,98.39,77.85,0.7323678937132266,98.69,38.06,-68.78,30.73,-91.02,-93.43,-100,-91.02,-100,-100,-37.03,-2.56,-91.01,85.53,-95.87,-4.13,4.78,*,*,*,0.3435897043900769,-80.2,54.37,*,*,14.38,*,15.38,27.27,24.87,11.47,25.44,6.57,14.24,33.16,50.62,53.21,40.98,*,40.79,45.63,6.6,7.52,15.64,6.88,7.74,15.68,18.19,7.7,29.15,19.01,6.0,28.73,0.5007752879124893,0.0,0.0,2.4782176616372036,32.31,0.9082585601768908,23.76,Normal,Average,Medium Risk,High,Good,Low,Moderate Risk
Mandya ,Karnataka,873,844,127,67.69,18.06,1122.17,1041.34,100.0,89.84,98.39,98.43,86.67,90.48,97.73,39.94,-15.53,78.3,52.54,13.13,0,5.93,87.28,80.02,78.5,70.22,0.0,1.515127232962859,0.36464311358790924,3.56,0.14,3.75,1.9,44.6,77.33,85.56,90.07,99.31,54.76,21.32,100.0,95.52,4109.23,*,95.06,99.45,60.19,0.4382549309311553,97.27,39.45,58.01,27.71,-93.93,-96.92,-100,-96.92,-93.93,-100,-42.75,-0.01,-92.21,94.92,-100,-0.01,3.12,*,*,*,1.2029723039923526,*,63.66,*,*,-3.08,*,-12.36,24.27,11.77,5.29,16.65,1.3,13.7,38.67,46.95,58.22,47.14,*,47.02,42.9,5.18,9.25,16.05,7.15,9.97,18.18,17.01,7.62,30.06,20.64,6.19,29.82,0.0,0.30010459245033805,0.0,1.8373699804801074,20.14,0.5068176023684519,19.05,Normal,Good,Medium Risk,High,Good,Medium,High Risk
Dakshina Kannada ,Karnataka,867,987,149,83.89,19.84,1062.81,1037.82,97.78,93.82,99.83,88.62,97.1,82.04,96.92,36.29,10.97,92.72,62.79,4.89,1.15,1.01,93.87,61.93,60.17,46.23,0.0,1.3787660946990992,0.33647223662121295,7.5,0.76,9.54,6.62,34.82,67.85,86.14,82.0,97.47,68.89,35.4,98.27,83.5,3698.92,*,83.48,100.0,41.85,0.0,91.89,30.4,34.97,24.05,-86.79,-93.85,-100,-89.02,-90.03,-96.54,-34.7,-5.8,-88.66,88.68,-96.62,-3.38,3.85,*,*,*,0.6471032420585385,*,59.85,-63.5,*,2.22,*,5.3,25.1,30.52,15.71,26.35,6.88,12.59,22.16,53.52,51.12,38.85,-35.76,38.75,35.01,5.96,7.47,15.42,6.93,6.8,14.78,17.46,8.59,30.12,18.51,8.12,29.85,0.33647223662121295,0.31481073984003355,0.3435897043900769,1.6808279085207734,15.09,0.4762341789963716,11.58,Normal,Average,Medium Risk,High,Good,Medium,High Risk
Mysore ,Karnataka,857,951,134,72.4,20.71,1076.71,1123.46,99.63,85.32,99.47,95.41,86.44,94.73,97.97,26.24,-14.14,78.92,49.64,17.5,0.05,6.99,90.56,79.53,77.29,68.24,0.0,1.2296405510745139,0.76080582903376,4.22,0.44,5.57,4.43,37.57,78.63,82.02,85.74,94.6,65.16,31.08,98.44,93.54,4143.26,*,88.61,100.0,56.17,0.0,97.82,43.65,67.94,24.7,-97.17,-92.6,-100,-100,-97.17,-100,-47.84,-2.15,-97.17,98.13,-93.94,-6.06,2.96,*,*,*,0.9593502213346021,*,49.88,*,*,-11.72,*,13.4,27.5,15.61,7.15,28.23,1.28,14.68,36.39,54.02,57.23,48.67,-24.21,47.97,41.73,5.22,7.09,13.8,4.17,8.17,13.98,13.81,7.26,25.5,18.14,6.76,27.41,0.636576829071551,0.6780335427498971,0.27002713721306015,2.0412203288596382,22.73,0.9400072584914712,22.24,Normal,Average,Medium Risk,High,Good,Low,Moderate Risk
Chikkaballapura ,Karnataka,883,881,144,65.87,21.71,1067.01,1109.88,97.6,86.4,99.88,98.05,84.91,89.35,94.98,26.12,14.62,76.32,47.96,27.06,0.47,5.3,96.22,77.75,77.43,69.38,0.0,1.4906543764441333,0.9439058989071285,1.84,0.61,3.78,2.62,49.74,79.45,82.6,90.52,94.73,48.79,19.67,98.24,91.17,4324.26,*,90.48,98.97,83.02,0.708035793053696,97.48,38.19,-47.63,36.85,-76.64,-79.46,-87.86,-81.17,-83.81,-92.4,-36.35,-10.41,-83.81,84.8,-100,-0.01,4.3,*,*,*,0.6678293725756554,*,39.83,*,*,-17.67,*,18.07,31.32,16.12,6.08,25.15,2.15,22.63,26.58,43.09,58.97,45.81,-37.87,45.53,46.85,4.76,5.75,11.94,5.1,9.17,16.47,13.54,7.5,24.13,21.31,9.1,32.5,0.30010459245033805,0.30010459245033805,0.4510756193602167,2.9543893100196086,20.17,0.7884573603642702,11.74,Normal,Average,Medium Risk,High,Good,Low,Moderate Risk
Bangalore Rural ,Karnataka,891,956,142,74.25,20.46,986.33,1176.67,99.01,94.52,99.22,97.91,88.8,93.56,95.62,34.88,16.43,83.81,56.3,14.11,0.43,6.44,97.57,77.54,76.33,65.68,0.10436001532424277,1.4398351280479205,0.9783261227936076,3.47,0.84,5.9,4.05,46.64,85.84,81.82,90.92,100.0,66.95,39.83,98.43,91.68,4836.14,*,91.01,100.0,72.04,0.0,97.92,43.58,60.46,37.03,92.67,-92.54,100,94.25,98.42,100,27.12,4.25,94.57,84.94,100,0,3.2,*,*,*,0.3293037471426004,*,59.75,*,*,15.66,*,17.56,36.57,16.24,9.37,23.84,6.03,14.05,33.18,60.2,60.84,44.63,-33.61,44.24,43.87,5.85,6.23,13.64,5.63,10.61,17.69,15.57,7.39,26.68,20.92,8.01,30.76,0.6151856390902335,0.13976194237515868,0.13976194237515868,2.647592232065096,24.84,0.8960880245566356,17.75,Normal,Average,Medium Risk,High,Good,Medium,Moderate Risk
Ramanagara ,Karnataka,878,814,108,68.83,18.14,1064.36,780.66,100.0,89.95,99.61,98.34,89.63,91.98,95.65,35.71,-41.13,82.67,54.45,11.81,1.74,5.73,99.54,78.05,77.49,70.03,0.0,1.3428648031925547,0.9321640810304452,2.41,0.42,5.06,3.05,34.12,82.9,91.84,88.74,94.65,47.93,23.86,100.0,86.95,4877.32,*,84.81,100.0,68.78,0.0,100.0,39.91,57.81,31.78,-100,-92.64,-100,-100,-100,-100,-38.37,-0.01,-97.72,87.61,-96.54,-3.46,7.2,*,*,*,1.264126727145683,*,49.85,*,*,-8.62,*,-16.63,15.62,20.01,7.71,19.8,4.03,13.17,36.52,45.37,60.2,45.3,*,45.46,47.22,6.45,9.71,18.21,6.27,11.91,19.57,16.08,7.28,28.23,17.76,7.89,29.86,0.23111172096338664,0.2851789422336624,0.5068176023684519,1.5282278570085572,25.9,0.3920420877760237,17.94,Normal,Good,Medium Risk,High,Good,Medium,Moderate Risk
Malappuram ,Kerala,905,1004,141,94.9,26.97,1100.62,806.92,99.74,97.33,99.69,97.7,99.85,59.02,99.41,42.76,24.74,99.15,69.51,15.27,0.27,2.58,88.69,58.58,41.52,36.82,0.0,0.5933268452777344,0.3293037471426004,1.88,0.0,13.76,8.46,10.94,61.31,95.3,90.42,99.62,92.33,71.06,91.46,96.85,6759.61,*,95.06,100.0,25.63,0.0,100.0,25.48,26.79,21.68,80.27,-82.57,100,86.25,82.26,86.27,18.35,3.46,82,74.24,79.61,20.39,5.54,*,*,*,0.49469624183610705,88.45,69.64,*,*,26.77,*,26.07,29.36,18.17,6.53,21.36,3.26,10.32,36.6,69.12,47.21,34.51,-41.13,34.74,38.11,6.89,12.08,21.39,10.06,11.82,23.95,14.34,4.87,25.37,18.46,4.85,27.44,0.8796267475025636,0.3435897043900769,0.0,0.9122827104766162,12.5,0.173953307123438,7.69,Normal,Average,Normal,High,Good,Medium,Moderate Risk
Sheopur ,Madhya Pradesh,883,997,119,53.09,30.97,962.77,974.44,86.21,76.78,98.02,91.08,47.99,22.92,94.94,27.11,1,54.76,15.93,39.49,4.1,5.16,50.48,67.66,63.5,51.79,0.0,0.5481214085096876,1.0818051703517284,7.2,0.42,8.96,5.0,32.45,63.33,73.18,41.01,90.94,36.43,21.32,95.32,76.2,1408.61,-1.93,73.19,84.16,76.55,1.2412685890696329,82.14,10.5,-45.68,9.18,65.79,78.32,93.56,70.22,78.21,75.54,28.7,61.21,74.07,68.08,100,0,3.65,*,*,*,0.2151113796169455,*,50.75,79.43,*,4.14,*,4.4,45.75,16.18,7.89,37.67,1.24,30.51,11.23,33.59,71.59,65.25,59.61,64.91,61.82,4.81,4.38,9.56,5.51,4.23,10.1,13.85,4.08,19.16,17.51,7.42,25.74,0.0,0.0,0.1906203596086497,2.7013612129514133,53.44,0.29266961396282,12.9,High Risk,Critical,High Risk,Medium,Poor,Low,Moderate Risk
Morena ,Madhya Pradesh,932,1079,137,66.95,31.07,964.34,1086.55,93.3,77.02,99.46,97.11,62.68,32.57,93.96,36.27,6.52,70.71,25.59,27.79,4.54,6.71,67.53,58.94,51.83,42.49,0.0,0.32208349916911333,0.9932517730102834,5.17,0.17,15.02,7.83,20.78,63.93,82.47,64.92,97.8,43.07,31.2,99.36,84.23,1787.54,*,80.82,94.76,80.9,0.712949807856125,89.99,7.93,38.08,3.28,69.73,69.27,90.98,79.98,81.09,85.05,24.73,78.56,81.09,63.12,98.73,0,6.65,-80.95,-40.69,-55.65,0.8544153281560676,-69.4,59.41,86.05,*,9.05,*,8.23,39.96,10.11,2.7,29.62,2.38,22.33,20.15,27.77,74.66,68.4,52.57,67.45,66.0,7.97,3.56,11.68,9.93,6.02,16.82,9.57,4.46,14.89,13.58,4.21,19.08,0.0,0.0,0.31481073984003355,1.780024213009634,39.34,0.15700374880966475,6.93,Normal,Average,High Risk,High,Average,Medium,Normal
Bhind ,Madhya Pradesh,900,956,133,66.93,28.54,978.56,968.06,93.1,79.29,98.15,95.49,79.86,30.96,94.8,30.98,6.87,73.79,28.91,25.06,2.2,5.54,75.34,58.67,48.5,38.36,0.2151113796169455,0.7793248768009976,0.5247285289349821,5.68,0.3,17.21,7.57,27.76,69.74,82.64,63.12,94.34,48.1,29.77,97.77,84.16,1251.53,*,85.85,93.53,82.06,1.1939224684724346,93.52,11.87,-64.94,5.38,70.74,77.83,92.15,74.91,83.1,89.39,24.39,78.02,81.67,67.06,98.49,1.51,7.03,-49.1,-24.08,-73.16,0.2151113796169455,*,50.09,-88.83,*,14.84,*,13.62,32.23,12.38,4.92,29.03,1.15,24.29,20.49,30.46,75.6,70.25,-56.17,69.86,69.92,7.09,5.0,12.69,7.48,6.11,13.77,10.61,3.45,15.23,11.98,4.33,16.96,0.3293037471426004,0.14842000511827327,0.4762341789963716,1.8855533485144158,37.86,0.3435897043900769,6.74,Normal,Average,High Risk,High,Average,Medium,Moderate Risk
Gwalior ,Madhya Pradesh,866,958,123,72.19,24.36,902.05,752.6,94.54,81.49,99.5,98.6,83.16,69.8,94.86,40.62,0,78.1,37.93,11.8,3,3.28,77.07,60.56,51.49,36.45,0.14842000511827327,0.3784364357202451,1.199964782928397,10.85,0.18,13.42,5.88,22.54,70.48,86.21,68.85,97.18,56.13,38.89,97.65,81.34,1717.25,*,85.84,94.75,74.13,0.5538851132264376,94.21,20.28,51.02,13.17,80.45,86.58,91.77,82.21,83.92,82.16,26.94,70.22,80.98,72.62,94.66,1.88,6.89,*,*,*,0.4510756193602167,*,49.17,-72.86,*,11.26,*,11.6,40.14,12.36,2.4,32.98,0.67,20.43,26.12,38.81,78.39,62.45,-63.59,62.5,66.64,4.89,5.64,11.11,5.1,7.09,13.04,12.64,4.86,19.91,16.94,6.3,25.1,0.1988508587451652,0.0,0.9202827531436926,1.7191887763932197,30.15,0.18232155679395462,11.28,Normal,Critical,High Risk,High,Good,Medium,Moderate Risk
Datia ,Madhya Pradesh,906,1015,145,67.39,24.09,916.0,658.4,89.5,82.42,99.77,95.82,66.78,31.2,91.52,30.87,4.42,71.16,27.84,27.66,1.89,5.95,72.94,73.05,66.25,58.18,0.0,0.14842000511827327,0.6097655716208943,5.9,0.0,7.35,4.19,32.22,55.95,76.46,54.16,94.39,43.3,21.43,98.02,82.04,1809.34,*,82.17,89.44,76.65,1.916922612182061,88.61,13.19,-63.8,6.56,79.61,-80.59,98.49,81.5,88.83,88.58,21.37,81.08,87.11,68.89,100,0,5.68,*,*,*,0.35065687161316933,*,56.42,-58.35,*,3.45,*,2.75,36.77,16.37,6.81,29.42,2.77,22.99,19.11,38.97,72.76,58.58,-59.73,58.63,59.49,6.79,5.0,12.23,8.29,5.86,14.57,10.55,3.42,15.33,14.11,4.37,19.65,0.5068176023684519,0.5068176023684519,0.7419373447293773,2.0347056478384444,44.71,0.1906203596086497,9.36,Normal,Average,High Risk,Medium,Average,Medium,Moderate Risk
Shivpuri ,Madhya Pradesh,810,790,115,61.44,27.83,897.8,962.5,88.12,79.52,97.19,86.8,55.49,32.67,96.17,38.92,2.85,62.45,21.23,32.51,3.66,6.7,58.74,64.34,55.53,49.1,0.0,0.27002713721306015,0.2776317365982795,5.16,0.31,12.65,7.67,31.49,54.12,75.9,52.71,98.11,48.02,27.65,95.37,88.14,721.31,*,84.66,94.46,89.26,1.0715836162801904,93.97,8.87,*,5.91,63.05,67.77,94.48,68.66,77.46,78.37,33.03,70.46,76.01,69.49,100,0,6.83,*,*,*,0.4574248470388754,*,62.47,-67.62,*,8.1,*,7.23,39.18,18.37,5.68,36.05,0.0,26.69,16.42,32.63,70.54,50.69,-58.41,51.05,54.61,5.9,3.54,9.95,6.96,6.54,15.07,8.93,3.47,13.69,11.22,3.14,15.69,0.6523251860396903,0.0,0.0,2.1424163408412245,43.43,0.18232155679395462,12.17,Normal,Average,High Risk,High,Average,Medium,Normal
Ratlam ,Madhya Pradesh,915,1087,158,66.17,28.18,991.35,1066.7,97.33,81.18,98.97,90.98,69.4,53.09,98.79,37.89,10.86,63.41,23.84,31.28,2.09,7.61,59.58,72.61,68.31,51.57,0.49469624183610705,0.3784364357202451,1.0715836162801904,12.4,0.22,7.0,3.53,29.3,70.86,80.16,65.09,94.87,66.02,50.29,99.34,84.56,1728.86,*,87.7,95.19,87.12,1.0715836162801904,96.12,12.26,-50.22,9.42,93,95.47,97.29,93,94.4,94.4,40.85,91.54,94.4,85.98,98.49,1.51,9.32,-92.51,-70.37,-59.55,1.4655675420143985,-69.9,41.6,-78.57,*,18.1,*,16.74,28.99,16.22,4.24,28.6,1.21,23.4,17.01,30.83,74.01,59.43,-61.65,59.5,60.48,3.58,4.19,7.91,5.28,4.28,9.69,13.4,6.32,21.27,18.25,5.37,23.99,0.14842000511827327,0.14842000511827327,0.14842000511827327,1.5830939370944985,33.94,0.14842000511827327,15.59,Normal,Average,High Risk,High,Average,Medium,Moderate Risk
Ujjain ,Madhya Pradesh,902,1108,194,68.92,23.68,956.56,957.52,96.37,86.33,99.27,94.66,72.83,60.71,98.65,35.74,16.92,66.31,29.01,33.35,1.6,5.07,74.44,75.38,72.86,56.12,0.3074846997479606,0.6259384308664953,1.415853163361435,11.8,0.12,6.41,4.17,18.27,80.39,67.04,60.25,94.75,64.8,39.45,97.34,84.5,2650.08,*,83.96,97.11,83.02,0.6471032420585385,90.32,14.84,-53.29,8.82,93.65,96.36,100,93.65,97.09,95.61,47.81,74.01,91.74,88.51,96.82,3.18,7.36,*,*,*,2.157559320943788,70.72,39.31,*,*,13.67,*,11.19,34.69,29.77,12.64,36.16,2.81,21.12,15.16,23.82,81.6,54.79,-47.04,54.54,62.94,4.34,2.83,8.22,5.95,4.04,10.81,14.45,6.09,23.27,17.33,6.09,24.98,0.5068176023684519,0.1906203596086497,0.3576744442718159,1.747459210331475,38.13,0.5766133643039938,15.73,Normal,Average,High Risk,High,Average,Medium,Moderate Risk
Dewas ,Madhya Pradesh,953,1107,188,68.57,25.02,945.56,884.51,94.73,72.36,99.58,93.58,69.61,50.96,99.05,35.07,21.41,67.29,27.7,28.12,1.91,2.22,68.79,63.63,61.23,45.48,0.11332868530700317,0.6471032420585385,1.5216989981260935,9.76,0.83,7.66,3.14,15.14,64.93,61.92,49.07,92.12,57.98,40.84,96.12,84.27,2815.07,*,82.73,92.23,80.31,1.5303947050936475,91.85,13.53,-63.09,7.49,87.14,94.95,96.7,88.46,94.92,96.47,42.19,79.52,91.76,86.66,98.72,1.28,8.46,-72.36,-46.54,-68.85,1.747459210331475,64.65,36.32,-79.11,*,10.55,*,13.12,36.76,20.39,7.61,30.7,4.47,22.46,19.16,29.61,79.42,51.76,-37.31,51.31,59.0,4.02,2.88,7.88,5.24,3.46,9.31,14.32,7.63,24.44,18.31,8.96,28.57,0.13976194237515868,0.0,0.5596157879354227,2.1114245875328868,42.09,0.4054651081081644,15.39,Normal,Average,High Risk,High,Average,Medium,Moderate Risk
Khargone (West Nimar) ,Madhya Pradesh,974,1173,180,62.05,25.92,935.83,1042.87,94.59,78.82,98.78,96.98,73.82,61.58,97.24,43.66,0,61.74,27.23,13.28,2.67,6.75,69.12,77.8,75.04,62.42,0.11332868530700317,0.6523251860396903,1.0784095813505903,9.05,0.46,5.54,3.69,39.99,85.7,72.77,61.33,93.17,45.34,27.84,99.7,83.66,1657.33,*,83.55,92.76,85.62,0.832909122935104,88.22,15.26,*,13.64,77.44,76.87,95.12,81.03,86.64,88.15,51.39,69.52,88.62,95.96,100,0,5.38,*,*,*,0.6151856390902335,*,42.19,-63.08,*,7.1,*,6.57,31.4,27.4,11.86,43.99,4.92,16.65,15.03,52.89,71.45,50.48,-38.57,50.1,56.1,4.58,3.79,8.89,5.69,3.0,9.37,13.58,5.87,21.16,17.57,6.47,24.9,0.11332868530700317,0.27002713721306015,0.27002713721306015,2.2502386126218363,43.01,0.7466879474879752,16.62,Normal,Average,High Risk,High,Average,Medium,Moderate Risk
Barwani ,Madhya Pradesh,981,1236,189,54.1,33.26,996.96,896.08,89.89,79.4,99.32,90.44,60.98,40.46,90.3,29.22,4.28,52.47,19.34,29.61,3.84,8.96,50.98,76.14,73.49,59.02,0.2851789422336624,0.6471032420585385,1.3711807233098425,7.87,0.28,6.6,3.48,41.32,78.68,88.81,64.22,90.12,54.23,33.02,99.12,81.35,1599.35,8.62,82.48,85.11,82.29,1.8625285401162623,89.91,10.4,*,10.24,76.14,78.33,96.45,78.58,84.36,85.85,37.77,72.58,86.83,75,100,0,3.99,*,*,*,0.9932517730102834,-54.96,45.92,77.87,*,10.04,-15.61,11.08,45.84,18.88,6.01,40.99,3.61,27.08,8.18,49.77,78.19,58.54,-53.84,58.38,66.98,5.99,1.76,8.48,6.46,2.44,9.64,15.19,4.78,21.07,19.26,4.73,24.98,0.6981347220709844,0.43178241642553783,0.5364933705145685,2.388762789235098,43.79,0.8586616190375187,21.92,Normal,Critical,High Risk,Medium,Average,Low,Moderate Risk
